C1,31.23518519,65.56296296,11.6,0.463888889
C1,50.48657407,58.9912037,11.6,0.231944444
C1,22.88518519,8.118055556,11.6,0.463888889
C1,48.39907407,51.33703704,11.6,0.463888889
C1,30.30740741,41.44074074,11.6,0.463888889
C1,21.49351852,61.0787037,11.6,0.463888889
C1,18.01435185,29.92083333,11.6,0.463888889
C1,59.37777778,60.84675926,11.6,0.309259259
C1,20.875,49.5587963,11.6,0.463888889
C1,24.04490741,56.59444444,11.6,0.463888889
C1,24.04490741,29.53425926,11.6,0.231944444
C1,52.41944444,56.74907407,11.6,0.463888889
C1,27.29212963,32.70416667,11.6,0.309259259
C1,40.28101852,55.35740741,11.6,0.386574074
C1,20.72037037,28.60648148,11.6,0.231944444
C1,20.48842593,26.82824074,11.6,0.231944444
C1,58.60462963,61.77453704,11.6,0.231944444
C1,11.51990741,24.97268519,11.6,0.463888889
C1,1.778240741,31.00324074,11.6,0.231944444
C1,4.252314815,42.90972222,11.6,0.463888889
C1,64.78981481,60.15092593,11.6,0.231944444
C1,53.03796296,59.91898148,11.6,0.309259259
C1,38.19351852,64.48055556,11.6,0.309259259
C1,65.17638889,60.69212963,11.6,0.231944444
C1,58.52731481,56.9037037,11.6,0.231944444
C1,31.15787037,31.00324074,11.6,0.231944444
C1,20.41111111,29.225,11.6,0.309259259
C1,31.3125,44.06944444,11.6,0.309259259
C1,34.01851852,40.04907407,11.6,0.231944444
C1,27.21481481,30.30740741,11.6,0.386574074
C1,22.26666667,28.52916667,11.6,0.231944444
C1,25.12731481,29.99814815,11.6,0.231944444
C1,33.63194444,44.22407407,11.6,0.231944444
C1,12.29305556,26.36435185,11.6,0.231944444
C1,2.164814815,42.36851852,11.6,0.231944444
C1,32.70416667,1.159722222,11.6,0.231944444
C1,30.92592593,31.93101852,11.6,0.309259259
C1,31.77638889,31.3125,11.6,0.231944444
C1,56.98101852,34.17314815,11.6,0.231944444
C1,4.638888889,44.30138889,11.6,0.231944444
C1,23.42638889,29.68888889,11.6,0.231944444
C1,22.11203704,60.15092593,11.6,0.231944444
C1,11.05601852,27.36944444,11.6,0.231944444
C1,1.391666667,29.7662037,11.6,0.231944444
C1,10.28287037,40.74490741,11.6,0.231944444
C2,35.25555556,53.34722222,11.6,0.231944444
C2,6.339814815,21.64814815,11.6,0.309259259
C2,6.185185185,47.85787037,11.6,0.309259259
C2,54.19768519,60.15092593,11.6,0.463888889
C2,19.01944444,56.59444444,11.6,0.231944444
C2,49.5587963,52.1875,11.6,0.231944444
C2,19.86990741,55.20277778,11.6,0.231944444
C2,55.66666667,63.47546296,11.6,0.309259259
C2,12.67962963,37.49768519,11.6,0.231944444
C2,59.91898148,11.90648148,11.6,0.309259259
C2,38.88935185,63.86203704,11.6,0.309259259
C2,30.07546296,1.005092593,11.6,0.309259259
C2,60.38287037,34.40509259,11.6,0.231944444
C2,14.84444444,59.06851852,11.6,0.231944444
C2,47.23935185,35.4875,11.6,0.231944444
C2,6.958333333,21.88009259,11.6,0.231944444
C2,15.46296296,47.85787037,11.6,0.231944444
C2,47.85787037,33.78657407,11.6,0.231944444
C2,27.75601852,50.02268519,11.6,0.231944444
C2,1.700925926,30.46203704,11.6,0.231944444
C2,48.78564815,33.16805556,11.6,0.386574074
C2,46.07962963,63.32083333,11.6,0.231944444
C2,45.3837963,57.52222222,11.6,0.231944444
C2,5.798611111,22.4212963,11.6,0.231944444
C2,30.84861111,32.8587963,11.6,0.386574074
C2,11.90648148,58.83657407,11.6,0.231944444
C2,30.7712963,59.84166667,11.6,0.231944444
C2,14.99907407,44.84259259,11.6,0.231944444
C2,24.04490741,2.628703704,11.6,0.463888889
C2,12.29305556,64.78981481,11.6,0.231944444
C2,1.314351852,53.57916667,11.6,0.231944444
C2,29.99814815,1.855555556,11.6,0.231944444
C2,10.51481481,43.37361111,11.6,0.231944444
C2,25.43657407,56.3625,11.6,0.231944444
C2,37.72962963,61.31064815,11.6,0.231944444
